Doc Number,Corp Name,Filing Type,Status,Address,City,State,Zip,File Date,FEI Number,Registered Agent,RA City,RA State,Officers,Source File
L26000176665,"PARADISE WELLNESS AND RECOVERY, L.L.C.",FLAL,A,2091 MARLIN WAY,ENGLEWOOD,,34224,03262026,,BOLLIN              DOUGLAS       J,ENGLEWOOD,FL,MGR: BOLLIN              DOUGLAS       J,20260403_corporate.txt
L26000176675,"COVENANT COMMERCIAL CAPITAL, LLC",FLAL,A,50 EAGLE NEST LN.,ST. JOHNS,,32259,03262026,,BLENDEN             MELISSA,ST. JOHNS,FL,MGRM: BLENDEN             MELISSA | AMBR: HILLIARD            EDWARD,20260403_corporate.txt
L26000176725,EZRA REAL ESTATE HOLDINGS LLC,FLAL,A,LAMED ALEF STREET 45,"TEL AVIV, ISRAEL",,67673-56,03262026,,INCORP SERVICES INC,TALLAHASSEE,FL,AMBR: COHEN-HUSZTI        ALMOG | AMBR: COHEN               ROTEM,20260403_corporate.txt
L26000176735,GULFWAY APP L.L.C.,FLAL,A,205 SHORE DRIVE G,PALM HARBOR,,34683,03262026,,PIKOS               ANTHONY       M,PALM HARBOR,FL,MGR: PIKOS               ANTHONY       H | AP: PIKOS               REBECCA,20260403_corporate.txt
L26000175116,PRESTIGE STRUCTURE CONSULTING LLC,FLAL,A,3321 INDIAN TRL,EUSTIS,,32726,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR: KHALIL              MOHAMMAD,20260403_corporate.txt
L26000175126,KSTDESIGN LLC,FLAL,A,4410 CLUSTER DR,ORLANDO,,32808,03262026,,TEIXEIRA            KENNETH,ORLANDO,FL,MGR: TEIXEIRA            KENNETH,20260403_corporate.txt
L26000175166,D SMART SOLUTIONS LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR: GONZALEZ            LEONARDO | AMBR: GONZALEZ            DAYANA,20260403_corporate.txt
L26000175196,SHILSTONE CONSTRUCTION LLC,FLAL,A,2647 18TH AVE N,ST PETERSBURG,,33713,03262026,,SHILSTONE           TIMOTHY       DJR,ST PETERSBURG,FL,AMBR: SHILSTONE           TIMOTHY       DJR.,20260403_corporate.txt
L26000175216,ASTERION PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175226,CANCER MINOR PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175246,ELOHIM LCM INVESTMENTS LLC,FLAL,A,15815 SHADDOCK DR STE 120,WINTER GARDEN,,34787,03262026,,DOMUS GLOBAL TAX ADVISORS LLC,WINTER GARDEN,FL,MGR: MUNIZ CHERENE       CLEBER,20260403_corporate.txt
L26000175266,MUSCA BOREALIS PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175276,WALLER UTILITY CONSULTING LLC,FLAL,A,10909 S. RUNNING DEER PT.,INVERNESS,,34452,03262026,,WALLER              TALIA         M,INVERNESS,FL,AR: WALLER              CHAD          W | AP: WALLER              SHYANNE       F,20260403_corporate.txt
L26000175286,PRIME TIME MARKETING LLC,FLAL,A,1631 DEL PRADO BLVD S SUITE 300 #1102,CAPE CORAL,,33990,03262026,,"DEZ ENTERPRISE, LLC",CAPE CORAL,FL,AMBR: MELENDEZ            JOSHUA,20260403_corporate.txt
L26000175356,SVJ HOME SOLUTIONS LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,20260403_corporate.txt
L26000175426,VAYL TECHNOLOGIES LLC,FLAL,A,594 CORAL GLEN LOOP 205,ALTAMONNTE SPRINGS,,32714,06162026,,ARCE                RONALD        MJR,ALTAMONTE SPRINGS,FL,AR: ARCE                RONALD        MJR,20260403_corporate.txt
P26000017416,AIAURORA TECH INC,DOMP,A,7901 4TH STREET NORTH STE 300,ST. PETERSBURG,,33702,03272026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,P: MITRA               SANDEEP SANGH | D: KUMARI              PREETI,20260403_corporate.txt
P26000017476,BESIL SOLUTIONS CORP,DOMP,A,612 SW 93RD PL,MIAMI,,3374,03272026,,FONT BESIL          LUIS          E,MIAMI,FL,P: FONT BESIL          LUIS          E,20260403_corporate.txt
P26000017486,CRT MEDIA CORP,DOMP,A,1239 E NEWPORT CENTER DR #115,DEERFIELD BEACH,,33442,03272026,,RDM BOOKKEEPING SERVICE & CONSULTING CORP,DEERFIELD BEACH,FL,P: SILVA RODRIGUES     THAILISON R | VP: SILVA RODRIGUES     CARITA LARISSA,20260403_corporate.txt
L26000175546,L&R CAPITAL GROUP LLC,FLAL,A,3725 S OCEAN DR 1207,HOLLYWOOD,,33019,03262026,,BOETTO              RUBEN,HOLLYWOOD,FL,AMBR: BOETTO              RUBEN | AMBR: COLLURA             LUIS,20260403_corporate.txt
L26000175556,CHAOBELLA CREATIVE LLC,FLAL,A,10919 N 29TH ST,TAMPA,,33612,03262026,,VANG                CHAO,TAMPA,FL,MGR: VANG                CHAO,20260403_corporate.txt
L26000175586,HOME SOLUTIONS BY JLN LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR: VILASECA            JESUS,20260403_corporate.txt
L26000175666,REDSTONE EMPLOYER SOLUTIONS LLC,FLAL,A,6601 PARK OF COMMERCE BLVD,BOCA RATON,,33487,03262026,,"LEGALZOOM USCA, INC.",FORT LAUDERDALE,FL,MGR: OCHOA               CHRISTOPHER | MGR: LODNIA              KONSTANTIN | MGR: LODNIA              IVAN,20260403_corporate.txt
L26000175676,IRON RAPTOR PROPERTY GROUP LLC,FLAL,A,9008 FRONT BEACH ROAD,PANAMA CITY BEACH,,32407,03262026,,HOGAN               KATHRYN,PANAMA CITY BEACH,FL,MGR: HOGAN               BRYAN,20260403_corporate.txt
L26000175826,"EK MEDIA PRODUCTIONS, LLC",FLAL,A,4574 WINSTON LN N,SARASOTA,,34235,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR: CARCAMO             KRYSTA,20260403_corporate.txt
L26000175896,JM CONSTRUCTION AND PAVERS LLC,FLAL,A,6405 MERRIEWOOD DRIVE,ORLANDO,,32818,03262026,,BARILLAS SANTOS     JOSE MIGUEL,ORLANDO,FL,MGR: BARILLAS SANTOS     JOSE MIGUEL,20260403_corporate.txt
L26000175916,JTECH LLC SERVICE,FLAL,A,118 W ASTOR,DELRAY BEACH,,33484,03212026,,KOVACS              JASON         BMR,DELRAY BEACH,FL,AMBR: KOVACS              JASON         B,20260403_corporate.txt
L26000176006,ESS PANAMA CITY PROPERTY LLC,FLAL,A,7901 4TH ST N STE 300,ST PETERSBURG,,33702,03252026,,"REGISTERED AGENTS, INC",ST PETERSBURG,FL,MGR: ESS REAL ESTATE HOLDINGS LLC,20260403_corporate.txt
L26000176026,MORNING MERCY VENTURES LLC,FLAL,A,3880 SE 62ND STREET,OCALA,,34480,03262026,,MORNINGSTAR         WENDY         A,OCALA,FL,,20260403_corporate.txt
L26000176096,MC HOME & PROPERTY SERVICES LLC,FLAL,A,2506 PIERCE STREET 3A,HOLLYWOOD,,33020,03262026,,SERNA               SANDRA MILENA,HOLLYWOOD,FL,AMBR: SERNA               SANDRA MILENA | AMBR: RUA                 CARLOS,20260403_corporate.txt
L26000176106,HEARN CONSTRUCTION GROUP LLC,FLAL,A,996 BLOXHAM CUTOFF RD,CRAWFORDVILLE,,32327,03262026,,HEARN               RICHARD,CRAWFORDVILLE,FL,MGR: HEARN               RICHARD,20260403_corporate.txt
L26000176126,SUNCOAST VITALITY VENTURES LLC,FLAL,A,3730 MIDTOWN DRIVE APT 1609,TAMPA,,33607,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,20260403_corporate.txt
L26000176186,ELEVARE ROOT MEDICAL LLC,FLAL,A,1616 W CAPE CORAL PKWY SUITE 102 PMB 1012,CAPE CORAL,,33914,03262026,,NEWMAN              TAYLOR,ST. PETERSBURG,FL,AMBR: ROMAN               YOLISA         APRN,20260403_corporate.txt
L26000176236,FUNKYTUNA.AI LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,AMBR: WILLIAMS            ADRIAN,20260403_corporate.txt
L26000176256,YAND MEDICAL CONSULTING LLC,FLAL,A,1023 NW 87TH TERRACE,GAINESVILLE,,32606,03262026,,HORNE               PATRICK       M,GAINESVILLE,FL,MGR: HORNE               MELISSA       A,20260403_corporate.txt
L26000176376,"INTEGRATED HSEQ & CSR SOLUTIONS, LLC",FLAL,A,3101 SW 18TH ST,MIAMI,,33145,03262026,,INC AUTHORITY RA,ORLANDO,FL,MGR: BUNAY               JUAN,20260403_corporate.txt
L26000176436,"MJ CELESTIAL BEAUTY AND WELLNESS, LLC",FLAL,A,880 3RD AVE S,ST. PETERSBURG,,33701,03262026,,INC AUTHORITY RA,ORLANDO,FL,MGR: PEREZ               MIA,20260403_corporate.txt
L26000176576,EH INVESTMENT HOLDINGS LLC,FLAL,A,472 S ROYAL POINCIANA BOULEVARD,MIAMI,,33166,03212026,,HERNANDEZ           ELBIS,MIAMI,FL,MGR: HERNANDEZ           ELBIS,20260403_corporate.txt
L26000176656,CLUBHOUSE VENTURES LLC,FLAL,A,435 21ST STREET 105,MIAMI BEACH,,33313-9,03262026,,GETSON              ELI,MIAMI BEACH,FL,AMBR: GETSON              ELI | AR: BERGMAN             MATTHEW,20260403_corporate.txt
L26000175117,"BANNER DRYWALL & HOME SOLUTIONS, LLC",FLAL,A,30641 EDGEWOOD ST,SORRENTO,,32776,03272026,,BANNER              WESLEY        C,SORRENTO,FL,MGR: MANDL               ASHLEY        M,20260403_corporate.txt
L26000175197,ELEVATE RE DEVELOPMENT LLC,FLAL,A,11518 NAVEL ORANGE WAY,TAMPA,,33626,03192026,,PRIMELY TAX LLC,ORLANDO,FL,AMBR: GGP VENTURES LLC | AMBR: B3 USA LLC,20260403_corporate.txt
L26000175247,FELIS LEO PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175257,BOSIC CONSULTING GROUP LLC,FLAL,A,434 SKINNER BLVD 205,DUNEDIN,,34698,03262026,,BOSIC               ROBERT        DIII,DUNEDIN,FL,AR: BOSIC               ROBERT        DIII,20260403_corporate.txt
L26000175327,SCEPTRUM ET MANUS JUSTITIAE PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175387,ANOLIA INVESTMENTS LLC,FLAL,A,8523 S D ST,LAKE WORTH,,33460,03262026,,CEPEDA              ALBERTO       N,LAKE WORTH,FL,MGR: CEPEDA              ALBERTO       N,20260403_corporate.txt
P26000017407,SYNDEW TECHNOLOGY INC,DOMP,A,"7901 4TH ST N, STE 300",ST. PETERSBURG,,33702,04022026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,DST: ODEYALE             AKINKUNMI | PRES: ODEYALE             AKINKUNMI,20260403_corporate.txt
L26000175457,ALELUYA TECHNOLOGIES LLC,FLAL,A,18464 TAPESTRY LAKE CIRCLE 302,LUTZ,,33548,03262026,,PIMENTEL            RAFAEL,LUTZ,FL,AR: PIMENTEL            RAFAEL,20260403_corporate.txt
L26000175477,CEDAR KEY VENTURES LLC,FLAL,A,414 PALERMO AVENUE,CORAL GABLES,,33134,03262026,,VELIZ & ASSOCIATES PA,CORAL GABLES,FL,MGR: RODRIGUEZ           MARIO | MGR: TASHMAN             AUDREY,20260403_corporate.txt
L26000175497,"AW INTEGRATED HEALTH CONSULTING, LLC",FLAL,A,11902 NORTHUMBERLAND DR,TAMPA,,33626,03262026,,WAZWAZ              ALLAH,TAMPA,FL,MGR: WAZWAZ              ALLAH,20260403_corporate.txt
L26000175537,GOOD WORX GLOBAL SOLUTIONS LLC,FLAL,A,405 CORNWALL CIRCLE,PENSACOLA,,32514,03262026,,GRICE               DERRICK,PENSACOLA,FL,MGR: GRICE               BRITTANY      B | AR: GRICE               DERRICK       D,20260403_corporate.txt
L26000175597,ART KENT DESIGN LLC,FLAL,A,3032 EAST COMMERCIAL BLVD.,FORT LAUDERDALE,,33308,09252024,,TERBRACK            KENNETH,FORT LAUDERDALE,FL,AMBR: TERBRACK            KENNETH,20260403_corporate.txt
L26000175687,"JSDB INVESTMENTS III, LLC",FLAL,A,1394 NE 48TH STREET,POMPANO BEACH,,33064,03262026,,BROW                JOEL          J,POMPANO BEACH,FL,MGR: BROW                JOEL          J | MGR: HAMMER              STEPHANIE     E | MGR: KOHLE               DANIELLE      M,20260403_corporate.txt
L26000175867,"R3J2 SOLUTIONS & CATTLE, LLC",FLAL,A,627 CENTURY DR,WINTER HAVEN,,33881,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR: FOLLETT II          RICHARD | MGR: FOLLETT III         RICHARD | MGR: FOLLETT             JOHN | MGR: FOLLETT             JOSHUA,20260403_corporate.txt
L26000175887,"E & B BILLIARD AND HOME SOLUTIONS, LLC",FLAL,A,845 ST CLAIRE ST,JACKSONVILLE,,32254,03262026,,BOSS                EVERETT,JACKSONVILLE,FL,MGR: BOSS                EVERETT | MGR: EVANS               JUSTIN,20260403_corporate.txt
L26000175897,UNITED AP SOLUTIONS LLC,FLAL,A,9340 NORTH 56TH STREET 200B,TEMPLE TERRACE,,33617,03262026,,PEEBLES             LEONARD,LAND O LAKES,FL,MGR: PEEBLES             LEONARD | MGR: PEEBLES             AMBREIA,20260403_corporate.txt
L26000175967,EASY DRILL SOLUTIONS LLC,FLAL,A,10863 TIMBER CREEK DR,FORT MYERS,,33913,03202026,,BLAS LOPEZ          DIEGO JOSE,FORT MYERS,FL,MGR: BLAS LOPEZ          DIEGO JOSE | MGR: PACHECO CABARCAS    CARLOS ANDRES,20260403_corporate.txt
L26000175977,EIDDI SOLUTIONS LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,20260403_corporate.txt
L26000175987,SINCLAIRS AIR AND HEAT LLC,FLAL,A,308 ORCHID BLVD,MELBOURNE,,32901,03212026,,DEDICATED TAX,WEST MELBOURNE,FL,MGR: SINCLAIR            CHASE,20260403_corporate.txt
L26000176037,C29 DEVELOPMENT LLC,FLAL,A,1641 COUNTRY COVE CIR,MALABAR,,32950,03212026,,DEDICATED TAX,WEST MELBOURNE,FL,MGR: MARCELINO           CHRISTOPHER,20260403_corporate.txt
L26000176047,OVER HUB DEVELOPMENT LLC,FLAL,A,2700 SOUTHWEST 116TH AVENUE,DAVIE,,33330,03262026,,BAILEY              ALLEN,DAVIE,FL,MGR: BAILEY              ALLEN,20260403_corporate.txt
L26000176057,MACHADO PROPERTY HOLDINGS LLC,FLAL,A,5200 SW 113TH AVE,DAVIE,,33330,03262026,,MACHADO             DENIS         L,DAVIE,FL,AMBR: MACHADO             DENIS         L | AMBR: MACHADO             SOLANGIE,20260403_corporate.txt
L26000176067,"AC2 INNOVATIONS, LLC.",FLAL,A,616 DESOTO AVE,LEHIGH ACRES,,33972--793,03262026,,MILLER              ALI           L,LEHIGH ACRES,FL,AMBR: MILLER              ALI           L | AMBR: CANTO               ALEJANDRO     D,20260403_corporate.txt
L26000176157,JR CAPITAL GROUP LLC,FLAL,A,140 S DIXIE HWY 601,HOLLYWOOD,,33020,03262026,,RICARVET            JUAN          PSR,HOLLYWOOD,FL,MGR: RICARVET            JUAN          PSR,20260403_corporate.txt
L26000176177,FAST TECH LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,ROBERTS             DAVID,ST. PETERSBURG,FL,AMBR: DAVID               KAMIL,20260403_corporate.txt
L26000176197,DMP DESIGN SERVICES OF FLORIDA LLC,FLAL,A,229 BOWMAN AVE S,LEHIGH ACRES,,33974,03262026,,PARAMO              VALENTINA,LEHIGH ACRES,FL,MGR: PARAMO              VALENTINA,20260403_corporate.txt
L26000176217,TECH MERX EQUIPMENT LLC,FLAL,A,1403 WELSON RD,ORLANDO,,32837,03262026,,SIDDIQUI            NURIN,ORLANDO,FL,MGR: SIDDIQUI            NURIN,20260403_corporate.txt
L26000176227,CLINICAL INTEGRITY CONSULTING LLC,FLAL,A,10305 HENBURY ST,ORLANDO,,32832,04022026,,MEIER               GREGORY       YESQ.,ORLANDO,FL,MGR: PETROVIC            MICHELLE,20260403_corporate.txt
L26000176237,AZR INVESTMENT LLC,FLAL,A,1000 RIVER REACH DRIVE APT. 107,FORT LAUDERDALE,,33315,03262026,,HARRY               SUE           A,FORT LAUDERDALE,FL,,20260403_corporate.txt
L26000176367,GLOBALCOIN CAPITAL LLC,FLAL,A,6080 DAVON ST,JACKSONVILLE,,32244,03262026,,SERRANO             ADRIANA       I,JACKSONVILLE,FL,MGR: SERRANO             ADRIANA       I | AMBR: ESPINOZA SERRANO    GERSON        D,20260403_corporate.txt
L26000176467,"THANK GOD CONSTRUCTION, LLC.",FLAL,A,18233 SW 139TH CT,MIAMI,,33177,03262026,,ALEMAN SANCHEZ      DARWIN        S,MIAMI,FL,AMBR: ALEMAN SANCHEZ      DARWIN        S,20260403_corporate.txt
L26000176477,DMC & ARCH SOLUTIONS LLC,FLAL,A,8739 ROBILINA RD,PORT RICHEY,,34668,04162026,,MARTINEZ CALISTRE   DAYRON,PORT RICHEY,FL,MGR: MARTINEZ CALISTRE   DAYRON,20260403_corporate.txt
L26000176507,"PATERSON DEVELOPMENT, LLC",FLAL,A,2701 NE 42ND ST,LIGHTHOUSE POINT,,33064,03222026,,PATERSON            TERENCE,LIGHTHOUSE POINT,FL,MGR: PATERSON            TERENCE | MBR: EASTERLING          JESSICA,20260403_corporate.txt
L26000176537,HAI LUA ENTERTAINMENT LLC,FLAL,A,9846 NW 49TH PL,CORAL SPRINGS,,33076,03262026,,PHAM                KEVIN DUNG,CORAL SPRINGS,FL,,20260403_corporate.txt
L26000176657,DB LEGACY INVESTMENTS LLC,FLAL,A,40 SW 13TH ST SUITE 501,MIAMI,,33130,03262026,,"LOIGICA, P.A.",MIAMI,FL,MGR: BULA NADER          MARIA ANGELICA,20260403_corporate.txt
L26000176737,PC WIRELESS SOLUTIONS LLC,FLAL,A,776 S TAMPA AVE UNIT C,ORLANDO,,32805,03262026,,PIERRE              BERGETTE,ORLANDO,FL,MGR: PIERRE              BERGETTE,20260403_corporate.txt
L26000176747,"UFG REAL ESTATE, LLC",FLAL,A,2121 VISTA PARKWAY,WEST PALM BEACH,,33411,03262026,,NICHOLS             MARK          D,WEST PALM BEACH,FL,P: TITUS               RAY           D | COO: LEE                 BRADY | CEO: NEWTON              RICHARD       T,20260403_corporate.txt
L26000176767,"AURORA PROPERTY GROUP, LLC",FLAL,A,4001 S OCEAN DR 6K,HOLLYWOOD,,33019,03202026,,CHOTAI              KALPESH       D,HOLLYWOOD,FL,MGR: CHOTAI              KALPESH       D,20260403_corporate.txt
L26000175118,DAVINA VENTURES LLC,FLAL,A,767 MILLBRAE CT UNIT 1,WEST PALM BEACH,,33401,03262026,,DAVINA              KEVIN         T,WEST PALM BEACH,FL,CEO: DAVINA              KEVIN         T | MGR: DAVINA              BRENDAN       T,20260403_corporate.txt
L26000175268,"BENCHSIDE BIOTECH CONSULTING, LLC",FLAL,A,311 S 2ND STREET 102-C,FORT PIERCE,,34950,04012026,,DEIULIO             ALEX          M,OCALA,FL,MGR: DEIULIO             ALEX          M,20260403_corporate.txt
L26000175328,SALT BRUSH CONSULT & DESIGN LLC,FLAL,A,1339 S MIRAMAR AVE,INDIALANTIC,,32903,04012026,,FENICCHIA           LAURA,INDIALANTIC,FL,AMBR: FENICCHIA           LAURA | AMBR: LOVE                JOSHUA,20260403_corporate.txt
P26000017398,GREEN GROVE DEVELOPMENT CORP,DOMP,A,5600 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,,33308,04012026,,LYNN                MARK          JESQ,FORT LAUDERDALE,FL,PRES: FIDEI               NICHOLAS,20260403_corporate.txt
L26000175428,2460 WORKSHOP INVESTMENT LLC,FLAL,A,3651 UNIVERSITY PKWY,SARASOTA,,34243,03282026,,CLAROS              HECTOR        F,SARASOTA,FL,AR: CLAROS              HECTOR        F,20260403_corporate.txt
P26000017408,ORCHARD MILLS DEVELOPMENT CORP,DOMP,A,5600 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,,33308,04012026,,LYNN                MARK          JESQ,FORT LAUDERDALE,FL,PRES: FIDEI               NICHOLAS,20260403_corporate.txt
L26000175438,JAVI-AIR COMFORT SOLUTIONS LLC,FLAL,A,4570 26TH AVE SW,NAPLES,,34116,03262026,,JIMENEZ             JAVIER,NAPLES,FL,AMBR: JIMENEZ             JAVIER,20260403_corporate.txt
P26000017428,AMPLIFIED BUSINESS SOLUTIONS INC.,DOMP,A,19091 SW 12TH ST,PEMBROKE PINES,,33029,03252026,,SARIN               AAYU,PEMBROKE PINES,FL,VP: SARIN               AAYU,20260403_corporate.txt
L26000175508,OAKAS AI LLC,FLAL,A,9777 TRANQUILITY LAKE CIR APT 206,RIVERVIEW,,33578,03262026,,MARTINO             ERIC,RIVERVIEW,FL,AMBR: MARTINO             ERIC | AMBR: GIGUERE             JAKE,20260403_corporate.txt
L26000175548,NOVEL INVESTMENTS GROUP LLC,FLAL,A,3227 SE 21ST AVE,GAINESVILLE,,32641,03252026,,DAVIS               CYNTHIA,GAINESVILLE,FL,MGR: DAVIS               CARL,20260403_corporate.txt
P26000017498,"L.I.S.A. RESEARCH DEVELOPMENT FOUNDATION, INC.",DOMP,A,5765 MAYPOP CIR,SARASOTA,,34238,03272026,,SUTRYK              JOHN          AP,SARASOTA,FL,PDST: SUTRYK              JOHN          A,20260403_corporate.txt
L26000175558,"BLESSED & GRATEFUL AI, LLC",FLAL,A,577 GOUGH PL,THE VILLAGES,,32163,03262026,,DONNELLY            SEAN,THE VILLAGES,FL,AMBR: DONNELLY            SEAN,20260403_corporate.txt
L26000175578,KEYSTONE CAPITAL PARTNERS LLC,FLAL,A,10609 LUCAYA DRIVE,TAMPA,,33647,05012026,,DAEPROP MANAGEMENT SERVICES LLC,TAMPA,FL,MGR: DAEPROP MANAGEMENT SERVICES LLC | MBR: DAEGROUP CAPITAL VENTURES LLC,20260403_corporate.txt
L26000175588,311 VENTURES LLC,FLAL,A,16097 NE 8TH AVE,NORTH MIAMI BEACH FL,,33162,03262026,,ESTRIPLET           MIKE          G,NORTH MIAMI BEACH,FL,AMBR: ESTRIPLET           MIKE          G,20260403_corporate.txt
L26000175608,RIMWISE INNOVATION II LLC,FLAL,A,111 2ND AVENUE NE STE 360,SAINT PETERSBURG,,33701,03262026,,COMPARETTO          ANTHONY       JESQ.,SAINT PETERSBURG,FL,,20260403_corporate.txt
L26000175698,"AMJ CONSULTING SOLUTIONS, LLC",FLAL,A,800 S. DAKOTA AVE #318,TAMPA,,33606,03242026,,JAMES               ANNELISE      M,TAMPA,FL,AMBR: JAMES               ANNELISE      M,20260403_corporate.txt
F26000001988,LIVE BETTER FINANCIAL CORP.,FORP,A,145 JURA CT,EL DORADO HILLS,,95762,04042026,260076202,REGISTERED AGENTS INC,ST PETERSBURG,FL,DPS: ROSEVEARE           SCOTT | T: ROSEVEARE           TRICIA,20260403_corporate.txt
L26000175828,"LARCO MEDICAL, LLC",FLAL,A,4058 71ST AVE N,PINELLAS PARK,,33781,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR: LARCO               DENNYS | MGR: VINUEZA             LIDIA,20260403_corporate.txt
L26000175948,RFC3 CONSULTING LLC,FLAL,A,8601 CABIN HILL ROAD,TALLAHASSEE,,32311--850,03262026,,COLLINS             ROBERT        FIII,TALLAHASSEE,FL,MGR: COLLINS             ROBERT        FIII,20260403_corporate.txt
L26000175968,TULVAPP ENTERTAINMENT LLC,FLAL,A,2006 ROOSEVELT DRIVE,KEY WEST,,33040,03252026,,PARKS               TEREZA,KEY WEST,FL,MGR: PARKS               TEREZA,20260403_corporate.txt
L26000175988,ORTIZ SLIDING DOOR SOLUTIONS LLC,FLAL,A,1006 ASHENTREE DR,PLANT CITY,,33563,03262026,,ORTIZ               BRYAN          MANAGER,PLANT CITY,FL,,20260403_corporate.txt
L26000176158,PRESTIGE MOUNT SOLUTIONS LLC,FLAL,A,1809 JACKSON STREET 913,HOLLYWOOD,,33020,03262026,,KORNILOV            ILIA,HOLLYWOOD,FL,AMBR: KORNILOV            ILIA | AMBR: KORNILOVA           ALEKSANDRA,20260403_corporate.txt
L26000176178,JM SOLUTIONS PAVERS LLC,FLAL,A,4354 NW 9TH AVE APT 12-2D,POMPANO BEACH,,33064,03262026,,ESCOBAR GONZALES    KEVIN         L,POMPANO BEACH,FL,AMBR: ESCOBAR GONZALES    KEVIN         L | MGR: RUIZ HENRIQUEZ      SINDY         P,20260403_corporate.txt
L26000176188,BLOW MOLDING SOLUTIONS LLC,FLAL,A,2127 LOCKLIN LN,THE VILLAGES,,32163,03262026,,"LEGALZOOM USCA, INC.",FORT LAUDERDALE,FL,AMBR: PADGETT             WILLIAM,20260403_corporate.txt
L26000176208,GOAL POST MARKETING LLC,FLAL,A,2584 LAKE HOWELL LN.,WINTER PARK,,32792,03262026,,GOLDMAN             THOMAS,APOPKA,FL,MGR: VAN STADEN          PHILIP | MGR: ROODT               THOMAS        B,20260403_corporate.txt
L26000176258,BECK BUILT DESIGNS LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,,20260403_corporate.txt
L26000176298,"SOUTHERN ADVOCACY SOLUTIONS FOR UNIQUE LEARNERS, LLC",FLAL,A,450 MOFFAT LOOP,OVIDEO,,32765,04012026,,MYERS               URSULA        P,OVIDEO,FL,MRS.: MYERS               URSULA        P,20260403_corporate.txt
L26000176438,"WMW PROPERTY GROUP, LLC",FLAL,A,11595 165TH ROAD NORTH,"JUPITER, FLORIDA",,33478,03212026,,WAKEFIELD           JESSICA       R,JUPITER,FL,AMBR: WAKEFIELD           JESSICA       R | AMBR: WAKEFIELD           STEPHEN       D | AMBR: MONTGOMERY          DUSTIN        B | MGR: WAKEFIELD           ROBIN         A,20260403_corporate.txt
